Orig;dest;flow
RMGV - Cariacica;  Jerônimo Monteiro;0
RMGV - Fundao;  Jerônimo Monteiro;0
RMGV - Serra;  Jerônimo Monteiro;0
RMGV - Viana;  Jerônimo Monteiro;0
RMGV - Vila Velha;  Jerônimo Monteiro;0
RMGV - Vitoria;  Jerônimo Monteiro;0
RMGV;  Joao Neiva;0
desconhecido - BA;  Joao Neiva;0
desconhecido - CE;  Joao Neiva;0
desconhecido - MA;  Joao Neiva;0
desconhecido - MG;  Joao Neiva;0
desconhecido - PE;  Joao Neiva;0
desconhecido - PI;  Joao Neiva;0
desconhecido - PR;  Joao Neiva;0
  Santa Luzia do norte;  Joao Neiva;0
 Almadino;  Joao Neiva;0
 Aurelino Leal;  Joao Neiva;0
 Camacan;  Joao Neiva;0
 Canavieiras;  Joao Neiva;0
 Caravelas;  Joao Neiva;0
 Carlos Chagas;  Joao Neiva;0
 Eunapolis;  Joao Neiva;0
 Guaratinga;  Joao Neiva;0
 Ibicarai;  Joao Neiva;0
 Ilheus;  Joao Neiva;0
 Itabuna;  Joao Neiva;0
 Itajuipe;  Joao Neiva;0
 Itamaraju;  Joao Neiva;0
 Itanhem;  Joao Neiva;0
 Itapemirim;  Joao Neiva;0
 Itubera;  Joao Neiva;0
 Medeiros Neto;  Joao Neiva;0
 Mucuri;  Joao Neiva;0
 Nova Itarana;  Joao Neiva;0
 Nova Viçosa;  Joao Neiva;0
 Oruçu;  Joao Neiva;0
 Paulo Afonso;  Joao Neiva;0
 Porto Seguro;  Joao Neiva;0
 Potiragua;  Joao Neiva;0
 Prado;  Joao Neiva;0
 Salvador;  Joao Neiva;0
 Teixeira de Freitas;  Joao Neiva;0
 Una;  Joao Neiva;0
 Uruçuba;  Joao Neiva;0
 Valencia;  Joao Neiva;0
 Vitoria da Conquista;  Joao Neiva;0
 Acopiara;  Joao Neiva;0
 Goiania;  Joao Neiva;0
 Araujos;  Joao Neiva;0
 Imperatriz;  Joao Neiva;0
 Sao Luis;  Joao Neiva;0
   Aimorés;  Joao Neiva;0
   Belo Horizonte;  Joao Neiva;0
   Bertopolis;  Joao Neiva;0
   Cachoeira da Prata;  Joao Neiva;0
   Caete;  Joao Neiva;0
   Carangola;  Joao Neiva;0
   Caratinga;  Joao Neiva;0
   Conceiçao Capim;  Joao Neiva;0
   Conselheiro Pena;  Joao Neiva;0
   Governador Valadares;  Joao Neiva;0
   Iapu;  Joao Neiva;0
   Ipatinga;  Joao Neiva;0
   Itabira;  Joao Neiva;0
   Itabirim de Mantena;  Joao Neiva;0
   Itanhomi;  Joao Neiva;0
   Itauna;  Joao Neiva;0
   Januaria;  Joao Neiva;0
   Joao Monlevade;  Joao Neiva;0
   Juaima;  Joao Neiva;0
   Ladainha;  Joao Neiva;0
   Lajinhas;  Joao Neiva;0
   Mantena;  Joao Neiva;0
   Mantenopolis;  Joao Neiva;0
   Matipo;  Joao Neiva;0
   Miradouro;  Joao Neiva;0
   Mirai;  Joao Neiva;0
   Mutum;  Joao Neiva;0
   Nanuque;  Joao Neiva;0
   Nova Era;  Joao Neiva;0
   Nova Lima;  Joao Neiva;0
   Ouro Branco;  Joao Neiva;0
   Pocrane;  Joao Neiva;0
   Resplendor;  Joao Neiva;0
   Rio Casca;  Joao Neiva;0
   Salto da Divisa;  Joao Neiva;0
   Santa Luzia;  Joao Neiva;0
   Santo Antonio de Pádua;  Joao Neiva;0
   Sao Manoel de Mutu;  Joao Neiva;0
   Teofilo Otoni;  Joao Neiva;0
   Timoteo;  Joao Neiva;0
   Ubaitaba;  Joao Neiva;0
   Valadares;  Joao Neiva;0
   Varginha;  Joao Neiva;0
  Paraiba;  Joao Neiva;0
  Jatoba;  Joao Neiva;0
  Recife;  Joao Neiva;0
  Parnaíba;  Joao Neiva;0
  Campos Dos Goytacazes;  Joao Neiva;0
  Casemiro De Abreu;  Joao Neiva;0
  Mage;  Joao Neiva;0
  Miguel Pereira;  Joao Neiva;0
  Nova Iguaçu;  Joao Neiva;0
  Parati;  Joao Neiva;0
  Penha;  Joao Neiva;0
  Rio de Janeiro;  Joao Neiva;0
  Volta Redonda;  Joao Neiva;0
  Natal;  Joao Neiva;0
  Cachoeiro do Sul;  Joao Neiva;0
  Guaibes;  Joao Neiva;0
  Santa Barbara do Oeste;  Joao Neiva;0
  Santo Andre;  Joao Neiva;0
  Sao Paulo;  Joao Neiva;0
 Cajueiro;  Joao Neiva;0
 Itapebi;  Joao Neiva;0
  Afonso Claudio;  Joao Neiva;0
  Aguia Branca;  Joao Neiva;0
  Apiaca;  Joao Neiva;0
  Aracruz;  Joao Neiva;0
  Baixo Guandu;  Joao Neiva;0
  Barra de São Francisco;  Joao Neiva;0
  Cachoeiro de Itapemirim;  Joao Neiva;0
  Castelo;  Joao Neiva;0
  Colatina;  Joao Neiva;0
  Conceicao da Barra;  Joao Neiva;0
  Conselheiro Pena;  Joao Neiva;0
  Domingos Martins;  Joao Neiva;0
  Ecoporanga;  Joao Neiva;0
  Governador Lindemberg;  Joao Neiva;0
  Ibatiba;  Joao Neiva;0
  Ibiraçu;  Joao Neiva;0
  Itaguacu;  Joao Neiva;0
  Itaunas;  Joao Neiva;0
  Jerônimo Monteiro;  Joao Neiva;0
  Joao Neiva;  Joao Neiva;0
  Laranja da Terra;  Joao Neiva;0
  Linhares;  Joao Neiva;0
  Marataizes;  Joao Neiva;0
  Montanha;  Joao Neiva;0
  Muniz Freire;  Joao Neiva;0
  Nova Venécia;  Joao Neiva;0
  Pancas;  Joao Neiva;0
  Pinheiros;  Joao Neiva;0
  Presidente Kennedy;  Joao Neiva;0
  Santa Leopoldina;  Joao Neiva;0
  Santa Teresa;  Joao Neiva;0
  Sao Gabriel da Palha;  Joao Neiva;0
  Sao Mateus;  Joao Neiva;0
  Vila Pavao;  Joao Neiva;0
RMGV - Cariacica;  Joao Neiva;0
RMGV - Fundao;  Joao Neiva;0
RMGV - Serra;  Joao Neiva;0
RMGV - Viana;  Joao Neiva;0
RMGV - Vila Velha;  Joao Neiva;0
RMGV - Vitoria;  Joao Neiva;0
RMGV;  Laranja da Terra;0
desconhecido - BA;  Laranja da Terra;0
desconhecido - CE;  Laranja da Terra;0
desconhecido - MA;  Laranja da Terra;0
desconhecido - MG;  Laranja da Terra;0
desconhecido - PE;  Laranja da Terra;0
desconhecido - PI;  Laranja da Terra;0
desconhecido - PR;  Laranja da Terra;0
  Santa Luzia do norte;  Laranja da Terra;0
 Almadino;  Laranja da Terra;0
 Aurelino Leal;  Laranja da Terra;0
 Camacan;  Laranja da Terra;0
 Canavieiras;  Laranja da Terra;0
 Caravelas;  Laranja da Terra;0
 Carlos Chagas;  Laranja da Terra;0
 Eunapolis;  Laranja da Terra;0
 Guaratinga;  Laranja da Terra;0
 Ibicarai;  Laranja da Terra;0
 Ilheus;  Laranja da Terra;0
 Itabuna;  Laranja da Terra;0
 Itajuipe;  Laranja da Terra;0
 Itamaraju;  Laranja da Terra;0
 Itanhem;  Laranja da Terra;0
 Itapemirim;  Laranja da Terra;0
 Itubera;  Laranja da Terra;0
 Medeiros Neto;  Laranja da Terra;0
 Mucuri;  Laranja da Terra;0
 Nova Itarana;  Laranja da Terra;0
 Nova Viçosa;  Laranja da Terra;0
 Oruçu;  Laranja da Terra;0
 Paulo Afonso;  Laranja da Terra;0
 Porto Seguro;  Laranja da Terra;0
 Potiragua;  Laranja da Terra;0
 Prado;  Laranja da Terra;0
 Salvador;  Laranja da Terra;0
 Teixeira de Freitas;  Laranja da Terra;0
 Una;  Laranja da Terra;0
 Uruçuba;  Laranja da Terra;0
 Valencia;  Laranja da Terra;0
 Vitoria da Conquista;  Laranja da Terra;0
 Acopiara;  Laranja da Terra;0
 Goiania;  Laranja da Terra;0
 Araujos;  Laranja da Terra;0
 Imperatriz;  Laranja da Terra;0
 Sao Luis;  Laranja da Terra;0
   Aimorés;  Laranja da Terra;0
   Belo Horizonte;  Laranja da Terra;0
   Bertopolis;  Laranja da Terra;0
   Cachoeira da Prata;  Laranja da Terra;0
   Caete;  Laranja da Terra;0
   Carangola;  Laranja da Terra;0
   Caratinga;  Laranja da Terra;0
   Conceiçao Capim;  Laranja da Terra;0
   Conselheiro Pena;  Laranja da Terra;0
   Governador Valadares;  Laranja da Terra;0
   Iapu;  Laranja da Terra;0
   Ipatinga;  Laranja da Terra;0
   Itabira;  Laranja da Terra;0
   Itabirim de Mantena;  Laranja da Terra;0
   Itanhomi;  Laranja da Terra;0
   Itauna;  Laranja da Terra;0
   Januaria;  Laranja da Terra;0
   Joao Monlevade;  Laranja da Terra;0
   Juaima;  Laranja da Terra;0
   Ladainha;  Laranja da Terra;0
   Lajinhas;  Laranja da Terra;0
   Mantena;  Laranja da Terra;0
   Mantenopolis;  Laranja da Terra;0
   Matipo;  Laranja da Terra;0
   Miradouro;  Laranja da Terra;0
   Mirai;  Laranja da Terra;0
   Mutum;  Laranja da Terra;0
   Nanuque;  Laranja da Terra;0
   Nova Era;  Laranja da Terra;0
   Nova Lima;  Laranja da Terra;0
   Ouro Branco;  Laranja da Terra;0
   Pocrane;  Laranja da Terra;0
   Resplendor;  Laranja da Terra;0
   Rio Casca;  Laranja da Terra;0
   Salto da Divisa;  Laranja da Terra;0
   Santa Luzia;  Laranja da Terra;0
   Santo Antonio de Pádua;  Laranja da Terra;0
   Sao Manoel de Mutu;  Laranja da Terra;0
   Teofilo Otoni;  Laranja da Terra;0
   Timoteo;  Laranja da Terra;0
   Ubaitaba;  Laranja da Terra;0
   Valadares;  Laranja da Terra;0
   Varginha;  Laranja da Terra;0
  Paraiba;  Laranja da Terra;0
  Jatoba;  Laranja da Terra;0
  Recife;  Laranja da Terra;0
  Parnaíba;  Laranja da Terra;0
  Campos Dos Goytacazes;  Laranja da Terra;0
  Casemiro De Abreu;  Laranja da Terra;0
  Mage;  Laranja da Terra;0
  Miguel Pereira;  Laranja da Terra;0
  Nova Iguaçu;  Laranja da Terra;0
  Parati;  Laranja da Terra;0
  Penha;  Laranja da Terra;0
  Rio de Janeiro;  Laranja da Terra;0
  Volta Redonda;  Laranja da Terra;0
  Natal;  Laranja da Terra;0
  Cachoeiro do Sul;  Laranja da Terra;0
  Guaibes;  Laranja da Terra;0
  Santa Barbara do Oeste;  Laranja da Terra;0
  Santo Andre;  Laranja da Terra;0
  Sao Paulo;  Laranja da Terra;0
 Cajueiro;  Laranja da Terra;0
 Itapebi;  Laranja da Terra;0
  Afonso Claudio;  Laranja da Terra;0
  Aguia Branca;  Laranja da Terra;0
  Apiaca;  Laranja da Terra;0
  Aracruz;  Laranja da Terra;0
  Baixo Guandu;  Laranja da Terra;0
  Barra de São Francisco;  Laranja da Terra;0
  Cachoeiro de Itapemirim;  Laranja da Terra;0
  Castelo;  Laranja da Terra;0
  Colatina;  Laranja da Terra;0
  Conceicao da Barra;  Laranja da Terra;0
  Conselheiro Pena;  Laranja da Terra;0
  Domingos Martins;  Laranja da Terra;0
  Ecoporanga;  Laranja da Terra;0
  Governador Lindemberg;  Laranja da Terra;0
  Ibatiba;  Laranja da Terra;0
  Ibiraçu;  Laranja da Terra;0
  Itaguacu;  Laranja da Terra;0
  Itaunas;  Laranja da Terra;0
  Jerônimo Monteiro;  Laranja da Terra;0
  Joao Neiva;  Laranja da Terra;0
  Laranja da Terra;  Laranja da Terra;0
  Linhares;  Laranja da Terra;0
  Marataizes;  Laranja da Terra;0
  Montanha;  Laranja da Terra;0
  Muniz Freire;  Laranja da Terra;0
  Nova Venécia;  Laranja da Terra;0
  Pancas;  Laranja da Terra;0
  Pinheiros;  Laranja da Terra;0
  Presidente Kennedy;  Laranja da Terra;0
  Santa Leopoldina;  Laranja da Terra;0
  Santa Teresa;  Laranja da Terra;0
  Sao Gabriel da Palha;  Laranja da Terra;0
  Sao Mateus;  Laranja da Terra;0
  Vila Pavao;  Laranja da Terra;0
RMGV - Cariacica;  Laranja da Terra;0
RMGV - Fundao;  Laranja da Terra;0
RMGV - Serra;  Laranja da Terra;0
RMGV - Viana;  Laranja da Terra;0
RMGV - Vila Velha;  Laranja da Terra;0
RMGV - Vitoria;  Laranja da Terra;0
RMGV;  Linhares;0
desconhecido - BA;  Linhares;0
desconhecido - CE;  Linhares;0
desconhecido - MA;  Linhares;0
desconhecido - MG;  Linhares;0
desconhecido - PE;  Linhares;0
desconhecido - PI;  Linhares;0
desconhecido - PR;  Linhares;0
  Santa Luzia do norte;  Linhares;0
 Almadino;  Linhares;0
 Aurelino Leal;  Linhares;0
 Camacan;  Linhares;0
 Canavieiras;  Linhares;0
 Caravelas;  Linhares;0
 Carlos Chagas;  Linhares;0
 Eunapolis;  Linhares;0
 Guaratinga;  Linhares;0
 Ibicarai;  Linhares;0
 Ilheus;  Linhares;0
 Itabuna;  Linhares;0
 Itajuipe;  Linhares;0
 Itamaraju;  Linhares;0
 Itanhem;  Linhares;0
 Itapemirim;  Linhares;0
 Itubera;  Linhares;0
 Medeiros Neto;  Linhares;0
 Mucuri;  Linhares;0
 Nova Itarana;  Linhares;0
 Nova Viçosa;  Linhares;0
 Oruçu;  Linhares;0
 Paulo Afonso;  Linhares;0
 Porto Seguro;  Linhares;0
 Potiragua;  Linhares;0
 Prado;  Linhares;0
 Salvador;  Linhares;0
 Teixeira de Freitas;  Linhares;0
 Una;  Linhares;0
 Uruçuba;  Linhares;0
 Valencia;  Linhares;0
 Vitoria da Conquista;  Linhares;0
 Acopiara;  Linhares;0
 Goiania;  Linhares;0
 Araujos;  Linhares;0
 Imperatriz;  Linhares;0
 Sao Luis;  Linhares;0
   Aimorés;  Linhares;0
   Belo Horizonte;  Linhares;0
   Bertopolis;  Linhares;0
   Cachoeira da Prata;  Linhares;0
   Caete;  Linhares;0
   Carangola;  Linhares;0
   Caratinga;  Linhares;0
   Conceiçao Capim;  Linhares;0
   Conselheiro Pena;  Linhares;0
   Governador Valadares;  Linhares;0
   Iapu;  Linhares;0
   Ipatinga;  Linhares;0
   Itabira;  Linhares;0
   Itabirim de Mantena;  Linhares;0
   Itanhomi;  Linhares;0
   Itauna;  Linhares;0
   Januaria;  Linhares;0
   Joao Monlevade;  Linhares;0
   Juaima;  Linhares;0
   Ladainha;  Linhares;0
   Lajinhas;  Linhares;0
   Mantena;  Linhares;0
   Mantenopolis;  Linhares;0
   Matipo;  Linhares;0
   Miradouro;  Linhares;0
   Mirai;  Linhares;0
   Mutum;  Linhares;0
   Nanuque;  Linhares;0
   Nova Era;  Linhares;0
   Nova Lima;  Linhares;0
   Ouro Branco;  Linhares;0
   Pocrane;  Linhares;0
   Resplendor;  Linhares;0
   Rio Casca;  Linhares;0
   Salto da Divisa;  Linhares;0
   Santa Luzia;  Linhares;0
   Santo Antonio de Pádua;  Linhares;0
   Sao Manoel de Mutu;  Linhares;0
   Teofilo Otoni;  Linhares;0
   Timoteo;  Linhares;0
   Ubaitaba;  Linhares;0
   Valadares;  Linhares;0
   Varginha;  Linhares;0
  Paraiba;  Linhares;0
  Jatoba;  Linhares;0
  Recife;  Linhares;0
  Parnaíba;  Linhares;0
  Campos Dos Goytacazes;  Linhares;0
  Casemiro De Abreu;  Linhares;0
  Mage;  Linhares;0
  Miguel Pereira;  Linhares;0
  Nova Iguaçu;  Linhares;0
  Parati;  Linhares;0
  Penha;  Linhares;0
  Rio de Janeiro;  Linhares;0
  Volta Redonda;  Linhares;0
  Natal;  Linhares;0
  Cachoeiro do Sul;  Linhares;0
  Guaibes;  Linhares;0
  Santa Barbara do Oeste;  Linhares;0
  Santo Andre;  Linhares;0
  Sao Paulo;  Linhares;0
 Cajueiro;  Linhares;0
 Itapebi;  Linhares;0
  Afonso Claudio;  Linhares;0
  Aguia Branca;  Linhares;0
  Apiaca;  Linhares;0
  Aracruz;  Linhares;0
  Baixo Guandu;  Linhares;0
  Barra de São Francisco;  Linhares;0
  Cachoeiro de Itapemirim;  Linhares;0
  Castelo;  Linhares;0
  Colatina;  Linhares;0
  Conceicao da Barra;  Linhares;0
  Conselheiro Pena;  Linhares;0
  Domingos Martins;  Linhares;0
  Ecoporanga;  Linhares;0
  Governador Lindemberg;  Linhares;0
  Ibatiba;  Linhares;0
  Ibiraçu;  Linhares;0
  Itaguacu;  Linhares;0
  Itaunas;  Linhares;0
  Jerônimo Monteiro;  Linhares;0
  Joao Neiva;  Linhares;0
  Laranja da Terra;  Linhares;0
  Linhares;  Linhares;0
  Marataizes;  Linhares;0
  Montanha;  Linhares;0
  Muniz Freire;  Linhares;0
  Nova Venécia;  Linhares;0
  Pancas;  Linhares;0
  Pinheiros;  Linhares;0
  Presidente Kennedy;  Linhares;0
  Santa Leopoldina;  Linhares;0
  Santa Teresa;  Linhares;0
  Sao Gabriel da Palha;  Linhares;0
  Sao Mateus;  Linhares;0
  Vila Pavao;  Linhares;0
RMGV - Cariacica;  Linhares;0
RMGV - Fundao;  Linhares;0
RMGV - Serra;  Linhares;0
RMGV - Viana;  Linhares;0
RMGV - Vila Velha;  Linhares;0
RMGV - Vitoria;  Linhares;0
RMGV;  Marataizes;0
desconhecido - BA;  Marataizes;0
desconhecido - CE;  Marataizes;0
desconhecido - MA;  Marataizes;0
desconhecido - MG;  Marataizes;0
desconhecido - PE;  Marataizes;0
desconhecido - PI;  Marataizes;0
desconhecido - PR;  Marataizes;0
  Santa Luzia do norte;  Marataizes;0
 Almadino;  Marataizes;0
 Aurelino Leal;  Marataizes;0
 Camacan;  Marataizes;0
 Canavieiras;  Marataizes;0
 Caravelas;  Marataizes;0
 Carlos Chagas;  Marataizes;0
 Eunapolis;  Marataizes;0
 Guaratinga;  Marataizes;0
 Ibicarai;  Marataizes;0
 Ilheus;  Marataizes;0
 Itabuna;  Marataizes;0
 Itajuipe;  Marataizes;0
 Itamaraju;  Marataizes;0
 Itanhem;  Marataizes;0
 Itapemirim;  Marataizes;0
 Itubera;  Marataizes;0
 Medeiros Neto;  Marataizes;0
 Mucuri;  Marataizes;0
 Nova Itarana;  Marataizes;0
 Nova Viçosa;  Marataizes;0
 Oruçu;  Marataizes;0
 Paulo Afonso;  Marataizes;0
 Porto Seguro;  Marataizes;0
 Potiragua;  Marataizes;0
 Prado;  Marataizes;0
 Salvador;  Marataizes;0
 Teixeira de Freitas;  Marataizes;0
 Una;  Marataizes;0
 Uruçuba;  Marataizes;0
 Valencia;  Marataizes;0
 Vitoria da Conquista;  Marataizes;0
 Acopiara;  Marataizes;0
 Goiania;  Marataizes;0
 Araujos;  Marataizes;0
 Imperatriz;  Marataizes;0
 Sao Luis;  Marataizes;0
   Aimorés;  Marataizes;0
   Belo Horizonte;  Marataizes;0
   Bertopolis;  Marataizes;0
   Cachoeira da Prata;  Marataizes;0
   Caete;  Marataizes;0
   Carangola;  Marataizes;0
   Caratinga;  Marataizes;0
   Conceiçao Capim;  Marataizes;0
   Conselheiro Pena;  Marataizes;0
   Governador Valadares;  Marataizes;0
   Iapu;  Marataizes;0
   Ipatinga;  Marataizes;0
   Itabira;  Marataizes;0
   Itabirim de Mantena;  Marataizes;0
   Itanhomi;  Marataizes;0
   Itauna;  Marataizes;0
   Januaria;  Marataizes;0
   Joao Monlevade;  Marataizes;0
   Juaima;  Marataizes;0
   Ladainha;  Marataizes;0
   Lajinhas;  Marataizes;0
   Mantena;  Marataizes;0
   Mantenopolis;  Marataizes;0
   Matipo;  Marataizes;0
   Miradouro;  Marataizes;0
   Mirai;  Marataizes;0
   Mutum;  Marataizes;0
   Nanuque;  Marataizes;0
   Nova Era;  Marataizes;0
   Nova Lima;  Marataizes;0
   Ouro Branco;  Marataizes;0
   Pocrane;  Marataizes;0
   Resplendor;  Marataizes;0
   Rio Casca;  Marataizes;0
   Salto da Divisa;  Marataizes;0
   Santa Luzia;  Marataizes;0
   Santo Antonio de Pádua;  Marataizes;0
   Sao Manoel de Mutu;  Marataizes;0
   Teofilo Otoni;  Marataizes;0
   Timoteo;  Marataizes;0
   Ubaitaba;  Marataizes;0
   Valadares;  Marataizes;0
   Varginha;  Marataizes;0
  Paraiba;  Marataizes;0
  Jatoba;  Marataizes;0
  Recife;  Marataizes;0
  Parnaíba;  Marataizes;0
  Campos Dos Goytacazes;  Marataizes;0
  Casemiro De Abreu;  Marataizes;0
  Mage;  Marataizes;0
  Miguel Pereira;  Marataizes;0
  Nova Iguaçu;  Marataizes;0
  Parati;  Marataizes;0
  Penha;  Marataizes;0
  Rio de Janeiro;  Marataizes;0
  Volta Redonda;  Marataizes;0
  Natal;  Marataizes;0
  Cachoeiro do Sul;  Marataizes;0
  Guaibes;  Marataizes;0
  Santa Barbara do Oeste;  Marataizes;0
  Santo Andre;  Marataizes;0
  Sao Paulo;  Marataizes;0
 Cajueiro;  Marataizes;0
 Itapebi;  Marataizes;0
  Afonso Claudio;  Marataizes;0
  Aguia Branca;  Marataizes;0
  Apiaca;  Marataizes;0
  Aracruz;  Marataizes;0
  Baixo Guandu;  Marataizes;0
  Barra de São Francisco;  Marataizes;0
  Cachoeiro de Itapemirim;  Marataizes;0
  Castelo;  Marataizes;0
  Colatina;  Marataizes;0
  Conceicao da Barra;  Marataizes;0
  Conselheiro Pena;  Marataizes;0
  Domingos Martins;  Marataizes;0
  Ecoporanga;  Marataizes;0
  Governador Lindemberg;  Marataizes;0
  Ibatiba;  Marataizes;0
  Ibiraçu;  Marataizes;0
  Itaguacu;  Marataizes;0
  Itaunas;  Marataizes;0
  Jerônimo Monteiro;  Marataizes;0
  Joao Neiva;  Marataizes;0
  Laranja da Terra;  Marataizes;0
  Linhares;  Marataizes;0
  Marataizes;  Marataizes;0
  Montanha;  Marataizes;0
  Muniz Freire;  Marataizes;0
  Nova Venécia;  Marataizes;0
  Pancas;  Marataizes;0
  Pinheiros;  Marataizes;0
  Presidente Kennedy;  Marataizes;0
  Santa Leopoldina;  Marataizes;0
  Santa Teresa;  Marataizes;0
  Sao Gabriel da Palha;  Marataizes;0
  Sao Mateus;  Marataizes;0
  Vila Pavao;  Marataizes;0
RMGV - Cariacica;  Marataizes;0
RMGV - Fundao;  Marataizes;0
RMGV - Serra;  Marataizes;0
RMGV - Viana;  Marataizes;0
RMGV - Vila Velha;  Marataizes;0
RMGV - Vitoria;  Marataizes;0
RMGV;  Montanha;0
desconhecido - BA;  Montanha;0
desconhecido - CE;  Montanha;0
desconhecido - MA;  Montanha;0
desconhecido - MG;  Montanha;0
desconhecido - PE;  Montanha;0
desconhecido - PI;  Montanha;0
desconhecido - PR;  Montanha;0
  Santa Luzia do norte;  Montanha;0
 Almadino;  Montanha;0
 Aurelino Leal;  Montanha;0
 Camacan;  Montanha;0
 Canavieiras;  Montanha;0
 Caravelas;  Montanha;0
 Carlos Chagas;  Montanha;0
 Eunapolis;  Montanha;0
 Guaratinga;  Montanha;0
 Ibicarai;  Montanha;0
 Ilheus;  Montanha;0
 Itabuna;  Montanha;0
 Itajuipe;  Montanha;0
 Itamaraju;  Montanha;0
 Itanhem;  Montanha;0
 Itapemirim;  Montanha;0
 Itubera;  Montanha;0
 Medeiros Neto;  Montanha;0
 Mucuri;  Montanha;0
 Nova Itarana;  Montanha;0
 Nova Viçosa;  Montanha;0
 Oruçu;  Montanha;0
 Paulo Afonso;  Montanha;0
 Porto Seguro;  Montanha;0
 Potiragua;  Montanha;0
 Prado;  Montanha;0
 Salvador;  Montanha;0
 Teixeira de Freitas;  Montanha;0
 Una;  Montanha;0
 Uruçuba;  Montanha;0
 Valencia;  Montanha;0
 Vitoria da Conquista;  Montanha;0
 Acopiara;  Montanha;0
 Goiania;  Montanha;0
 Araujos;  Montanha;0
 Imperatriz;  Montanha;0
 Sao Luis;  Montanha;0
   Aimorés;  Montanha;0
   Belo Horizonte;  Montanha;0
   Bertopolis;  Montanha;0
   Cachoeira da Prata;  Montanha;0
   Caete;  Montanha;0
   Carangola;  Montanha;0
   Caratinga;  Montanha;0
   Conceiçao Capim;  Montanha;0
   Conselheiro Pena;  Montanha;0
   Governador Valadares;  Montanha;0
   Iapu;  Montanha;0
   Ipatinga;  Montanha;0
   Itabira;  Montanha;0
   Itabirim de Mantena;  Montanha;0
   Itanhomi;  Montanha;0
   Itauna;  Montanha;0
   Januaria;  Montanha;0
   Joao Monlevade;  Montanha;0
   Juaima;  Montanha;0
   Ladainha;  Montanha;0
   Lajinhas;  Montanha;0
   Mantena;  Montanha;0
   Mantenopolis;  Montanha;0
   Matipo;  Montanha;0
   Miradouro;  Montanha;0
   Mirai;  Montanha;0
   Mutum;  Montanha;0
   Nanuque;  Montanha;0
   Nova Era;  Montanha;0
   Nova Lima;  Montanha;0
   Ouro Branco;  Montanha;0
   Pocrane;  Montanha;0
   Resplendor;  Montanha;0
   Rio Casca;  Montanha;0
   Salto da Divisa;  Montanha;0
   Santa Luzia;  Montanha;0
   Santo Antonio de Pádua;  Montanha;0
   Sao Manoel de Mutu;  Montanha;0
   Teofilo Otoni;  Montanha;0
   Timoteo;  Montanha;0
   Ubaitaba;  Montanha;0
   Valadares;  Montanha;0
   Varginha;  Montanha;0
  Paraiba;  Montanha;0
  Jatoba;  Montanha;0
  Recife;  Montanha;0
  Parnaíba;  Montanha;0
  Campos Dos Goytacazes;  Montanha;0
  Casemiro De Abreu;  Montanha;0
  Mage;  Montanha;0
  Miguel Pereira;  Montanha;0
  Nova Iguaçu;  Montanha;0
  Parati;  Montanha;0
  Penha;  Montanha;0
  Rio de Janeiro;  Montanha;0
  Volta Redonda;  Montanha;0
  Natal;  Montanha;0
  Cachoeiro do Sul;  Montanha;0
  Guaibes;  Montanha;0
  Santa Barbara do Oeste;  Montanha;0
  Santo Andre;  Montanha;0
  Sao Paulo;  Montanha;0
 Cajueiro;  Montanha;0
 Itapebi;  Montanha;0
  Afonso Claudio;  Montanha;0
  Aguia Branca;  Montanha;0
  Apiaca;  Montanha;0
  Aracruz;  Montanha;0
  Baixo Guandu;  Montanha;0
  Barra de São Francisco;  Montanha;0
  Cachoeiro de Itapemirim;  Montanha;0
  Castelo;  Montanha;0
  Colatina;  Montanha;0
  Conceicao da Barra;  Montanha;0
  Conselheiro Pena;  Montanha;0
  Domingos Martins;  Montanha;0
  Ecoporanga;  Montanha;0
  Governador Lindemberg;  Montanha;0
  Ibatiba;  Montanha;0
  Ibiraçu;  Montanha;0
  Itaguacu;  Montanha;0
  Itaunas;  Montanha;0
  Jerônimo Monteiro;  Montanha;0
  Joao Neiva;  Montanha;0
  Laranja da Terra;  Montanha;0
  Linhares;  Montanha;0
  Marataizes;  Montanha;0
  Montanha;  Montanha;0
  Muniz Freire;  Montanha;0
  Nova Venécia;  Montanha;0
  Pancas;  Montanha;0
  Pinheiros;  Montanha;0
  Presidente Kennedy;  Montanha;0
  Santa Leopoldina;  Montanha;0
  Santa Teresa;  Montanha;0
  Sao Gabriel da Palha;  Montanha;0
  Sao Mateus;  Montanha;0
  Vila Pavao;  Montanha;0
RMGV - Cariacica;  Montanha;0
RMGV - Fundao;  Montanha;0
RMGV - Serra;  Montanha;0
RMGV - Viana;  Montanha;0
RMGV - Vila Velha;  Montanha;0
RMGV - Vitoria;  Montanha;0
RMGV;  Muniz Freire;0
desconhecido - BA;  Muniz Freire;0
desconhecido - CE;  Muniz Freire;0
desconhecido - MA;  Muniz Freire;0
desconhecido - MG;  Muniz Freire;0
desconhecido - PE;  Muniz Freire;0
desconhecido - PI;  Muniz Freire;0
desconhecido - PR;  Muniz Freire;0
  Santa Luzia do norte;  Muniz Freire;0
 Almadino;  Muniz Freire;0
 Aurelino Leal;  Muniz Freire;0
 Camacan;  Muniz Freire;0
 Canavieiras;  Muniz Freire;0
 Caravelas;  Muniz Freire;0
 Carlos Chagas;  Muniz Freire;0
 Eunapolis;  Muniz Freire;0
 Guaratinga;  Muniz Freire;0
 Ibicarai;  Muniz Freire;0
 Ilheus;  Muniz Freire;0
 Itabuna;  Muniz Freire;0
