Orig;dest;flow
   Nova Lima;   Nanuque;0
   Ouro Branco;   Nanuque;0
   Pocrane;   Nanuque;0
   Resplendor;   Nanuque;0
   Rio Casca;   Nanuque;0
   Salto da Divisa;   Nanuque;0
   Santa Luzia;   Nanuque;0
   Santo Antonio de Pádua;   Nanuque;0
   Sao Manoel de Mutu;   Nanuque;0
   Teofilo Otoni;   Nanuque;0
   Timoteo;   Nanuque;0
   Ubaitaba;   Nanuque;0
   Valadares;   Nanuque;0
   Varginha;   Nanuque;0
  Paraiba;   Nanuque;0
  Jatoba;   Nanuque;0
  Recife;   Nanuque;0
  Parnaíba;   Nanuque;0
  Campos Dos Goytacazes;   Nanuque;0
  Casemiro De Abreu;   Nanuque;0
  Mage;   Nanuque;0
  Miguel Pereira;   Nanuque;0
  Nova Iguaçu;   Nanuque;0
  Parati;   Nanuque;0
  Penha;   Nanuque;0
  Rio de Janeiro;   Nanuque;0
  Volta Redonda;   Nanuque;0
  Natal;   Nanuque;0
  Cachoeiro do Sul;   Nanuque;0
  Guaibes;   Nanuque;0
  Santa Barbara do Oeste;   Nanuque;0
  Santo Andre;   Nanuque;0
  Sao Paulo;   Nanuque;0
 Cajueiro;   Nanuque;0
 Itapebi;   Nanuque;0
  Afonso Claudio;   Nanuque;0
  Aguia Branca;   Nanuque;0
  Apiaca;   Nanuque;0
  Aracruz;   Nanuque;0
  Baixo Guandu;   Nanuque;0
  Barra de São Francisco;   Nanuque;0
  Cachoeiro de Itapemirim;   Nanuque;0
  Castelo;   Nanuque;0
  Colatina;   Nanuque;0
  Conceicao da Barra;   Nanuque;0
  Conselheiro Pena;   Nanuque;0
  Domingos Martins;   Nanuque;0
  Ecoporanga;   Nanuque;0
  Governador Lindemberg;   Nanuque;0
  Ibatiba;   Nanuque;0
  Ibiraçu;   Nanuque;0
  Itaguacu;   Nanuque;0
  Itaunas;   Nanuque;0
  Jerônimo Monteiro;   Nanuque;0
  Joao Neiva;   Nanuque;0
  Laranja da Terra;   Nanuque;0
  Linhares;   Nanuque;0
  Marataizes;   Nanuque;0
  Montanha;   Nanuque;0
  Muniz Freire;   Nanuque;0
  Nova Venécia;   Nanuque;0
  Pancas;   Nanuque;0
  Pinheiros;   Nanuque;0
  Presidente Kennedy;   Nanuque;0
  Santa Leopoldina;   Nanuque;0
  Santa Teresa;   Nanuque;0
  Sao Gabriel da Palha;   Nanuque;0
  Sao Mateus;   Nanuque;0
  Vila Pavao;   Nanuque;0
RMGV - Cariacica;   Nanuque;0
RMGV - Fundao;   Nanuque;0
RMGV - Serra;   Nanuque;0
RMGV - Viana;   Nanuque;0
RMGV - Vila Velha;   Nanuque;0
RMGV - Vitoria;   Nanuque;0
RMGV;   Nova Era;0
desconhecido - BA;   Nova Era;0
desconhecido - CE;   Nova Era;0
desconhecido - MA;   Nova Era;0
desconhecido - MG;   Nova Era;0
desconhecido - PE;   Nova Era;0
desconhecido - PI;   Nova Era;0
desconhecido - PR;   Nova Era;0
  Santa Luzia do norte;   Nova Era;0
 Almadino;   Nova Era;0
 Aurelino Leal;   Nova Era;0
 Camacan;   Nova Era;0
 Canavieiras;   Nova Era;0
 Caravelas;   Nova Era;0
 Carlos Chagas;   Nova Era;0
 Eunapolis;   Nova Era;0
 Guaratinga;   Nova Era;0
 Ibicarai;   Nova Era;0
 Ilheus;   Nova Era;0
 Itabuna;   Nova Era;0
 Itajuipe;   Nova Era;0
 Itamaraju;   Nova Era;0
 Itanhem;   Nova Era;0
 Itapemirim;   Nova Era;0
 Itubera;   Nova Era;0
 Medeiros Neto;   Nova Era;0
 Mucuri;   Nova Era;0
 Nova Itarana;   Nova Era;0
 Nova Viçosa;   Nova Era;0
 Oruçu;   Nova Era;0
 Paulo Afonso;   Nova Era;0
 Porto Seguro;   Nova Era;0
 Potiragua;   Nova Era;0
 Prado;   Nova Era;0
 Salvador;   Nova Era;0
 Teixeira de Freitas;   Nova Era;0
 Una;   Nova Era;0
 Uruçuba;   Nova Era;0
 Valencia;   Nova Era;0
 Vitoria da Conquista;   Nova Era;0
 Acopiara;   Nova Era;0
 Goiania;   Nova Era;0
 Araujos;   Nova Era;0
 Imperatriz;   Nova Era;0
 Sao Luis;   Nova Era;0
   Aimorés;   Nova Era;0
   Belo Horizonte;   Nova Era;0
   Bertopolis;   Nova Era;0
   Cachoeira da Prata;   Nova Era;0
   Caete;   Nova Era;0
   Carangola;   Nova Era;0
   Caratinga;   Nova Era;0
   Conceiçao Capim;   Nova Era;0
   Conselheiro Pena;   Nova Era;0
   Governador Valadares;   Nova Era;0
   Iapu;   Nova Era;0
   Ipatinga;   Nova Era;0
   Itabira;   Nova Era;0
   Itabirim de Mantena;   Nova Era;0
   Itanhomi;   Nova Era;0
   Itauna;   Nova Era;0
   Januaria;   Nova Era;0
   Joao Monlevade;   Nova Era;0
   Juaima;   Nova Era;0
   Ladainha;   Nova Era;0
   Lajinhas;   Nova Era;0
   Mantena;   Nova Era;0
   Mantenopolis;   Nova Era;0
   Matipo;   Nova Era;0
   Miradouro;   Nova Era;0
   Mirai;   Nova Era;0
   Mutum;   Nova Era;0
   Nanuque;   Nova Era;0
   Nova Era;   Nova Era;0
   Nova Lima;   Nova Era;0
   Ouro Branco;   Nova Era;0
   Pocrane;   Nova Era;0
   Resplendor;   Nova Era;0
   Rio Casca;   Nova Era;0
   Salto da Divisa;   Nova Era;0
   Santa Luzia;   Nova Era;0
   Santo Antonio de Pádua;   Nova Era;0
   Sao Manoel de Mutu;   Nova Era;0
   Teofilo Otoni;   Nova Era;0
   Timoteo;   Nova Era;0
   Ubaitaba;   Nova Era;0
   Valadares;   Nova Era;0
   Varginha;   Nova Era;0
  Paraiba;   Nova Era;0
  Jatoba;   Nova Era;0
  Recife;   Nova Era;0
  Parnaíba;   Nova Era;0
  Campos Dos Goytacazes;   Nova Era;0
  Casemiro De Abreu;   Nova Era;0
  Mage;   Nova Era;0
  Miguel Pereira;   Nova Era;0
  Nova Iguaçu;   Nova Era;0
  Parati;   Nova Era;0
  Penha;   Nova Era;0
  Rio de Janeiro;   Nova Era;0
  Volta Redonda;   Nova Era;0
  Natal;   Nova Era;0
  Cachoeiro do Sul;   Nova Era;0
  Guaibes;   Nova Era;0
  Santa Barbara do Oeste;   Nova Era;0
  Santo Andre;   Nova Era;0
  Sao Paulo;   Nova Era;0
 Cajueiro;   Nova Era;0
 Itapebi;   Nova Era;0
  Afonso Claudio;   Nova Era;0
  Aguia Branca;   Nova Era;0
  Apiaca;   Nova Era;0
  Aracruz;   Nova Era;0
  Baixo Guandu;   Nova Era;0
  Barra de São Francisco;   Nova Era;0
  Cachoeiro de Itapemirim;   Nova Era;0
  Castelo;   Nova Era;0
  Colatina;   Nova Era;0
  Conceicao da Barra;   Nova Era;0
  Conselheiro Pena;   Nova Era;0
  Domingos Martins;   Nova Era;0
  Ecoporanga;   Nova Era;0
  Governador Lindemberg;   Nova Era;0
  Ibatiba;   Nova Era;0
  Ibiraçu;   Nova Era;0
  Itaguacu;   Nova Era;0
  Itaunas;   Nova Era;0
  Jerônimo Monteiro;   Nova Era;0
  Joao Neiva;   Nova Era;0
  Laranja da Terra;   Nova Era;0
  Linhares;   Nova Era;0
  Marataizes;   Nova Era;0
  Montanha;   Nova Era;0
  Muniz Freire;   Nova Era;0
  Nova Venécia;   Nova Era;0
  Pancas;   Nova Era;0
  Pinheiros;   Nova Era;0
  Presidente Kennedy;   Nova Era;0
  Santa Leopoldina;   Nova Era;0
  Santa Teresa;   Nova Era;0
  Sao Gabriel da Palha;   Nova Era;0
  Sao Mateus;   Nova Era;0
  Vila Pavao;   Nova Era;0
RMGV - Cariacica;   Nova Era;0
RMGV - Fundao;   Nova Era;0
RMGV - Serra;   Nova Era;0
RMGV - Viana;   Nova Era;0
RMGV - Vila Velha;   Nova Era;0
RMGV - Vitoria;   Nova Era;0
RMGV;   Nova Lima;0
desconhecido - BA;   Nova Lima;0
desconhecido - CE;   Nova Lima;0
desconhecido - MA;   Nova Lima;0
desconhecido - MG;   Nova Lima;0
desconhecido - PE;   Nova Lima;0
desconhecido - PI;   Nova Lima;0
desconhecido - PR;   Nova Lima;0
  Santa Luzia do norte;   Nova Lima;0
 Almadino;   Nova Lima;0
 Aurelino Leal;   Nova Lima;0
 Camacan;   Nova Lima;0
 Canavieiras;   Nova Lima;0
 Caravelas;   Nova Lima;0
 Carlos Chagas;   Nova Lima;0
 Eunapolis;   Nova Lima;0
 Guaratinga;   Nova Lima;0
 Ibicarai;   Nova Lima;0
 Ilheus;   Nova Lima;0
 Itabuna;   Nova Lima;0
 Itajuipe;   Nova Lima;0
 Itamaraju;   Nova Lima;0
 Itanhem;   Nova Lima;0
 Itapemirim;   Nova Lima;0
 Itubera;   Nova Lima;0
 Medeiros Neto;   Nova Lima;0
 Mucuri;   Nova Lima;0
 Nova Itarana;   Nova Lima;0
 Nova Viçosa;   Nova Lima;0
 Oruçu;   Nova Lima;0
 Paulo Afonso;   Nova Lima;0
 Porto Seguro;   Nova Lima;0
 Potiragua;   Nova Lima;0
 Prado;   Nova Lima;0
 Salvador;   Nova Lima;0
 Teixeira de Freitas;   Nova Lima;0
 Una;   Nova Lima;0
 Uruçuba;   Nova Lima;0
 Valencia;   Nova Lima;0
 Vitoria da Conquista;   Nova Lima;0
 Acopiara;   Nova Lima;0
 Goiania;   Nova Lima;0
 Araujos;   Nova Lima;0
 Imperatriz;   Nova Lima;0
 Sao Luis;   Nova Lima;0
   Aimorés;   Nova Lima;0
   Belo Horizonte;   Nova Lima;0
   Bertopolis;   Nova Lima;0
   Cachoeira da Prata;   Nova Lima;0
   Caete;   Nova Lima;0
   Carangola;   Nova Lima;0
   Caratinga;   Nova Lima;0
   Conceiçao Capim;   Nova Lima;0
   Conselheiro Pena;   Nova Lima;0
   Governador Valadares;   Nova Lima;0
   Iapu;   Nova Lima;0
   Ipatinga;   Nova Lima;0
   Itabira;   Nova Lima;0
   Itabirim de Mantena;   Nova Lima;0
   Itanhomi;   Nova Lima;0
   Itauna;   Nova Lima;0
   Januaria;   Nova Lima;0
   Joao Monlevade;   Nova Lima;0
   Juaima;   Nova Lima;0
   Ladainha;   Nova Lima;0
   Lajinhas;   Nova Lima;0
   Mantena;   Nova Lima;0
   Mantenopolis;   Nova Lima;0
   Matipo;   Nova Lima;0
   Miradouro;   Nova Lima;0
   Mirai;   Nova Lima;0
   Mutum;   Nova Lima;0
   Nanuque;   Nova Lima;0
   Nova Era;   Nova Lima;0
   Nova Lima;   Nova Lima;0
   Ouro Branco;   Nova Lima;0
   Pocrane;   Nova Lima;0
   Resplendor;   Nova Lima;0
   Rio Casca;   Nova Lima;0
   Salto da Divisa;   Nova Lima;0
   Santa Luzia;   Nova Lima;0
   Santo Antonio de Pádua;   Nova Lima;0
   Sao Manoel de Mutu;   Nova Lima;0
   Teofilo Otoni;   Nova Lima;0
   Timoteo;   Nova Lima;0
   Ubaitaba;   Nova Lima;0
   Valadares;   Nova Lima;0
   Varginha;   Nova Lima;0
  Paraiba;   Nova Lima;0
  Jatoba;   Nova Lima;0
  Recife;   Nova Lima;0
  Parnaíba;   Nova Lima;0
  Campos Dos Goytacazes;   Nova Lima;0
  Casemiro De Abreu;   Nova Lima;0
  Mage;   Nova Lima;0
  Miguel Pereira;   Nova Lima;0
  Nova Iguaçu;   Nova Lima;0
  Parati;   Nova Lima;0
  Penha;   Nova Lima;0
  Rio de Janeiro;   Nova Lima;0
  Volta Redonda;   Nova Lima;0
  Natal;   Nova Lima;0
  Cachoeiro do Sul;   Nova Lima;0
  Guaibes;   Nova Lima;0
  Santa Barbara do Oeste;   Nova Lima;0
  Santo Andre;   Nova Lima;0
  Sao Paulo;   Nova Lima;0
 Cajueiro;   Nova Lima;0
 Itapebi;   Nova Lima;0
  Afonso Claudio;   Nova Lima;0
  Aguia Branca;   Nova Lima;0
  Apiaca;   Nova Lima;0
  Aracruz;   Nova Lima;0
  Baixo Guandu;   Nova Lima;0
  Barra de São Francisco;   Nova Lima;0
  Cachoeiro de Itapemirim;   Nova Lima;0
  Castelo;   Nova Lima;0
  Colatina;   Nova Lima;0
  Conceicao da Barra;   Nova Lima;0
  Conselheiro Pena;   Nova Lima;0
  Domingos Martins;   Nova Lima;0
  Ecoporanga;   Nova Lima;0
  Governador Lindemberg;   Nova Lima;0
  Ibatiba;   Nova Lima;0
  Ibiraçu;   Nova Lima;0
  Itaguacu;   Nova Lima;0
  Itaunas;   Nova Lima;0
  Jerônimo Monteiro;   Nova Lima;0
  Joao Neiva;   Nova Lima;0
  Laranja da Terra;   Nova Lima;0
  Linhares;   Nova Lima;0
  Marataizes;   Nova Lima;0
  Montanha;   Nova Lima;0
  Muniz Freire;   Nova Lima;0
  Nova Venécia;   Nova Lima;0
  Pancas;   Nova Lima;0
  Pinheiros;   Nova Lima;0
  Presidente Kennedy;   Nova Lima;0
  Santa Leopoldina;   Nova Lima;0
  Santa Teresa;   Nova Lima;0
  Sao Gabriel da Palha;   Nova Lima;0
  Sao Mateus;   Nova Lima;0
  Vila Pavao;   Nova Lima;0
RMGV - Cariacica;   Nova Lima;0
RMGV - Fundao;   Nova Lima;0
RMGV - Serra;   Nova Lima;0
RMGV - Viana;   Nova Lima;0
RMGV - Vila Velha;   Nova Lima;0
RMGV - Vitoria;   Nova Lima;0
RMGV;   Ouro Branco;0
desconhecido - BA;   Ouro Branco;0
desconhecido - CE;   Ouro Branco;0
desconhecido - MA;   Ouro Branco;0
desconhecido - MG;   Ouro Branco;0
desconhecido - PE;   Ouro Branco;0
desconhecido - PI;   Ouro Branco;0
desconhecido - PR;   Ouro Branco;0
  Santa Luzia do norte;   Ouro Branco;0
 Almadino;   Ouro Branco;0
 Aurelino Leal;   Ouro Branco;0
 Camacan;   Ouro Branco;0
 Canavieiras;   Ouro Branco;0
 Caravelas;   Ouro Branco;0
 Carlos Chagas;   Ouro Branco;0
 Eunapolis;   Ouro Branco;0
 Guaratinga;   Ouro Branco;0
 Ibicarai;   Ouro Branco;0
 Ilheus;   Ouro Branco;0
 Itabuna;   Ouro Branco;0
 Itajuipe;   Ouro Branco;0
 Itamaraju;   Ouro Branco;0
 Itanhem;   Ouro Branco;0
 Itapemirim;   Ouro Branco;0
 Itubera;   Ouro Branco;0
 Medeiros Neto;   Ouro Branco;0
 Mucuri;   Ouro Branco;0
 Nova Itarana;   Ouro Branco;0
 Nova Viçosa;   Ouro Branco;0
 Oruçu;   Ouro Branco;0
 Paulo Afonso;   Ouro Branco;0
 Porto Seguro;   Ouro Branco;0
 Potiragua;   Ouro Branco;0
 Prado;   Ouro Branco;0
 Salvador;   Ouro Branco;0
 Teixeira de Freitas;   Ouro Branco;0
 Una;   Ouro Branco;0
 Uruçuba;   Ouro Branco;0
 Valencia;   Ouro Branco;0
 Vitoria da Conquista;   Ouro Branco;0
 Acopiara;   Ouro Branco;0
 Goiania;   Ouro Branco;0
 Araujos;   Ouro Branco;0
 Imperatriz;   Ouro Branco;0
 Sao Luis;   Ouro Branco;0
   Aimorés;   Ouro Branco;0
   Belo Horizonte;   Ouro Branco;0
   Bertopolis;   Ouro Branco;0
   Cachoeira da Prata;   Ouro Branco;0
   Caete;   Ouro Branco;0
   Carangola;   Ouro Branco;0
   Caratinga;   Ouro Branco;0
   Conceiçao Capim;   Ouro Branco;0
   Conselheiro Pena;   Ouro Branco;0
   Governador Valadares;   Ouro Branco;0
   Iapu;   Ouro Branco;0
   Ipatinga;   Ouro Branco;0
   Itabira;   Ouro Branco;0
   Itabirim de Mantena;   Ouro Branco;0
   Itanhomi;   Ouro Branco;0
   Itauna;   Ouro Branco;0
   Januaria;   Ouro Branco;0
   Joao Monlevade;   Ouro Branco;0
   Juaima;   Ouro Branco;0
   Ladainha;   Ouro Branco;0
   Lajinhas;   Ouro Branco;0
   Mantena;   Ouro Branco;0
   Mantenopolis;   Ouro Branco;0
   Matipo;   Ouro Branco;0
   Miradouro;   Ouro Branco;0
   Mirai;   Ouro Branco;0
   Mutum;   Ouro Branco;0
   Nanuque;   Ouro Branco;0
   Nova Era;   Ouro Branco;0
   Nova Lima;   Ouro Branco;0
   Ouro Branco;   Ouro Branco;0
   Pocrane;   Ouro Branco;0
   Resplendor;   Ouro Branco;0
   Rio Casca;   Ouro Branco;0
   Salto da Divisa;   Ouro Branco;0
   Santa Luzia;   Ouro Branco;0
   Santo Antonio de Pádua;   Ouro Branco;0
   Sao Manoel de Mutu;   Ouro Branco;0
   Teofilo Otoni;   Ouro Branco;0
   Timoteo;   Ouro Branco;0
   Ubaitaba;   Ouro Branco;0
   Valadares;   Ouro Branco;0
   Varginha;   Ouro Branco;0
  Paraiba;   Ouro Branco;0
  Jatoba;   Ouro Branco;0
  Recife;   Ouro Branco;0
  Parnaíba;   Ouro Branco;0
  Campos Dos Goytacazes;   Ouro Branco;0
  Casemiro De Abreu;   Ouro Branco;0
  Mage;   Ouro Branco;0
  Miguel Pereira;   Ouro Branco;0
  Nova Iguaçu;   Ouro Branco;0
  Parati;   Ouro Branco;0
  Penha;   Ouro Branco;0
  Rio de Janeiro;   Ouro Branco;0
  Volta Redonda;   Ouro Branco;0
  Natal;   Ouro Branco;0
  Cachoeiro do Sul;   Ouro Branco;0
  Guaibes;   Ouro Branco;0
  Santa Barbara do Oeste;   Ouro Branco;0
  Santo Andre;   Ouro Branco;0
  Sao Paulo;   Ouro Branco;0
 Cajueiro;   Ouro Branco;0
 Itapebi;   Ouro Branco;0
  Afonso Claudio;   Ouro Branco;0
  Aguia Branca;   Ouro Branco;0
  Apiaca;   Ouro Branco;0
  Aracruz;   Ouro Branco;0
  Baixo Guandu;   Ouro Branco;0
  Barra de São Francisco;   Ouro Branco;0
  Cachoeiro de Itapemirim;   Ouro Branco;0
  Castelo;   Ouro Branco;0
  Colatina;   Ouro Branco;0
  Conceicao da Barra;   Ouro Branco;0
  Conselheiro Pena;   Ouro Branco;0
  Domingos Martins;   Ouro Branco;0
  Ecoporanga;   Ouro Branco;0
  Governador Lindemberg;   Ouro Branco;0
  Ibatiba;   Ouro Branco;0
  Ibiraçu;   Ouro Branco;0
  Itaguacu;   Ouro Branco;0
  Itaunas;   Ouro Branco;0
  Jerônimo Monteiro;   Ouro Branco;0
  Joao Neiva;   Ouro Branco;0
  Laranja da Terra;   Ouro Branco;0
  Linhares;   Ouro Branco;0
  Marataizes;   Ouro Branco;0
  Montanha;   Ouro Branco;0
  Muniz Freire;   Ouro Branco;0
  Nova Venécia;   Ouro Branco;0
  Pancas;   Ouro Branco;0
  Pinheiros;   Ouro Branco;0
  Presidente Kennedy;   Ouro Branco;0
  Santa Leopoldina;   Ouro Branco;0
  Santa Teresa;   Ouro Branco;0
  Sao Gabriel da Palha;   Ouro Branco;0
  Sao Mateus;   Ouro Branco;0
  Vila Pavao;   Ouro Branco;0
RMGV - Cariacica;   Ouro Branco;0
RMGV - Fundao;   Ouro Branco;0
RMGV - Serra;   Ouro Branco;0
RMGV - Viana;   Ouro Branco;0
RMGV - Vila Velha;   Ouro Branco;0
RMGV - Vitoria;   Ouro Branco;0
RMGV;   Pocrane;0
desconhecido - BA;   Pocrane;0
desconhecido - CE;   Pocrane;0
desconhecido - MA;   Pocrane;0
desconhecido - MG;   Pocrane;0
desconhecido - PE;   Pocrane;0
desconhecido - PI;   Pocrane;0
desconhecido - PR;   Pocrane;0
  Santa Luzia do norte;   Pocrane;0
 Almadino;   Pocrane;0
 Aurelino Leal;   Pocrane;0
 Camacan;   Pocrane;0
 Canavieiras;   Pocrane;0
 Caravelas;   Pocrane;0
 Carlos Chagas;   Pocrane;0
 Eunapolis;   Pocrane;0
 Guaratinga;   Pocrane;0
 Ibicarai;   Pocrane;0
 Ilheus;   Pocrane;0
 Itabuna;   Pocrane;0
 Itajuipe;   Pocrane;0
 Itamaraju;   Pocrane;0
 Itanhem;   Pocrane;0
 Itapemirim;   Pocrane;0
 Itubera;   Pocrane;0
 Medeiros Neto;   Pocrane;0
 Mucuri;   Pocrane;0
 Nova Itarana;   Pocrane;0
 Nova Viçosa;   Pocrane;0
 Oruçu;   Pocrane;0
 Paulo Afonso;   Pocrane;0
 Porto Seguro;   Pocrane;0
 Potiragua;   Pocrane;0
 Prado;   Pocrane;0
 Salvador;   Pocrane;0
 Teixeira de Freitas;   Pocrane;0
 Una;   Pocrane;0
 Uruçuba;   Pocrane;0
 Valencia;   Pocrane;0
 Vitoria da Conquista;   Pocrane;0
 Acopiara;   Pocrane;0
 Goiania;   Pocrane;0
 Araujos;   Pocrane;0
 Imperatriz;   Pocrane;0
 Sao Luis;   Pocrane;0
   Aimorés;   Pocrane;0
   Belo Horizonte;   Pocrane;0
   Bertopolis;   Pocrane;0
   Cachoeira da Prata;   Pocrane;0
   Caete;   Pocrane;0
   Carangola;   Pocrane;0
   Caratinga;   Pocrane;0
   Conceiçao Capim;   Pocrane;0
   Conselheiro Pena;   Pocrane;0
   Governador Valadares;   Pocrane;0
   Iapu;   Pocrane;0
   Ipatinga;   Pocrane;0
   Itabira;   Pocrane;0
   Itabirim de Mantena;   Pocrane;0
   Itanhomi;   Pocrane;0
   Itauna;   Pocrane;0
   Januaria;   Pocrane;0
   Joao Monlevade;   Pocrane;0
   Juaima;   Pocrane;0
   Ladainha;   Pocrane;0
   Lajinhas;   Pocrane;0
   Mantena;   Pocrane;0
   Mantenopolis;   Pocrane;0
   Matipo;   Pocrane;0
   Miradouro;   Pocrane;0
   Mirai;   Pocrane;0
   Mutum;   Pocrane;0
   Nanuque;   Pocrane;0
   Nova Era;   Pocrane;0
   Nova Lima;   Pocrane;0
   Ouro Branco;   Pocrane;0
   Pocrane;   Pocrane;0
   Resplendor;   Pocrane;0
   Rio Casca;   Pocrane;0
   Salto da Divisa;   Pocrane;0
   Santa Luzia;   Pocrane;0
   Santo Antonio de Pádua;   Pocrane;0
   Sao Manoel de Mutu;   Pocrane;0
   Teofilo Otoni;   Pocrane;0
   Timoteo;   Pocrane;0
   Ubaitaba;   Pocrane;0
   Valadares;   Pocrane;0
   Varginha;   Pocrane;0
  Paraiba;   Pocrane;0
  Jatoba;   Pocrane;0
  Recife;   Pocrane;0
  Parnaíba;   Pocrane;0
  Campos Dos Goytacazes;   Pocrane;0
  Casemiro De Abreu;   Pocrane;0
  Mage;   Pocrane;0
  Miguel Pereira;   Pocrane;0
  Nova Iguaçu;   Pocrane;0
  Parati;   Pocrane;0
  Penha;   Pocrane;0
  Rio de Janeiro;   Pocrane;0
  Volta Redonda;   Pocrane;0
  Natal;   Pocrane;0
  Cachoeiro do Sul;   Pocrane;0
  Guaibes;   Pocrane;0
  Santa Barbara do Oeste;   Pocrane;0
  Santo Andre;   Pocrane;0
  Sao Paulo;   Pocrane;0
 Cajueiro;   Pocrane;0
 Itapebi;   Pocrane;0
  Afonso Claudio;   Pocrane;0
  Aguia Branca;   Pocrane;0
  Apiaca;   Pocrane;0
  Aracruz;   Pocrane;0
  Baixo Guandu;   Pocrane;0
  Barra de São Francisco;   Pocrane;0
  Cachoeiro de Itapemirim;   Pocrane;0
  Castelo;   Pocrane;0
  Colatina;   Pocrane;0
  Conceicao da Barra;   Pocrane;0
  Conselheiro Pena;   Pocrane;0
  Domingos Martins;   Pocrane;0
  Ecoporanga;   Pocrane;0
  Governador Lindemberg;   Pocrane;0
  Ibatiba;   Pocrane;0
  Ibiraçu;   Pocrane;0
  Itaguacu;   Pocrane;0
  Itaunas;   Pocrane;0
  Jerônimo Monteiro;   Pocrane;0
  Joao Neiva;   Pocrane;0
  Laranja da Terra;   Pocrane;0
  Linhares;   Pocrane;0
  Marataizes;   Pocrane;0
  Montanha;   Pocrane;0
  Muniz Freire;   Pocrane;0
  Nova Venécia;   Pocrane;0
  Pancas;   Pocrane;0
  Pinheiros;   Pocrane;0
  Presidente Kennedy;   Pocrane;0
  Santa Leopoldina;   Pocrane;0
  Santa Teresa;   Pocrane;0
  Sao Gabriel da Palha;   Pocrane;0
  Sao Mateus;   Pocrane;0
  Vila Pavao;   Pocrane;0
RMGV - Cariacica;   Pocrane;0
RMGV - Fundao;   Pocrane;0
RMGV - Serra;   Pocrane;0
RMGV - Viana;   Pocrane;0
RMGV - Vila Velha;   Pocrane;0
RMGV - Vitoria;   Pocrane;0
RMGV;   Resplendor;0
desconhecido - BA;   Resplendor;0
desconhecido - CE;   Resplendor;0
desconhecido - MA;   Resplendor;0
desconhecido - MG;   Resplendor;0
desconhecido - PE;   Resplendor;0
desconhecido - PI;   Resplendor;0
desconhecido - PR;   Resplendor;0
  Santa Luzia do norte;   Resplendor;0
 Almadino;   Resplendor;0
 Aurelino Leal;   Resplendor;0
 Camacan;   Resplendor;0
 Canavieiras;   Resplendor;0
 Caravelas;   Resplendor;0
 Carlos Chagas;   Resplendor;0
 Eunapolis;   Resplendor;0
 Guaratinga;   Resplendor;0
 Ibicarai;   Resplendor;0
 Ilheus;   Resplendor;0
 Itabuna;   Resplendor;0
 Itajuipe;   Resplendor;0
 Itamaraju;   Resplendor;0
 Itanhem;   Resplendor;0
 Itapemirim;   Resplendor;0
 Itubera;   Resplendor;0
 Medeiros Neto;   Resplendor;0
 Mucuri;   Resplendor;0
 Nova Itarana;   Resplendor;0
 Nova Viçosa;   Resplendor;0
 Oruçu;   Resplendor;0
 Paulo Afonso;   Resplendor;0
 Porto Seguro;   Resplendor;0
 Potiragua;   Resplendor;0
 Prado;   Resplendor;0
 Salvador;   Resplendor;0
 Teixeira de Freitas;   Resplendor;0
 Una;   Resplendor;0
 Uruçuba;   Resplendor;0
 Valencia;   Resplendor;0
 Vitoria da Conquista;   Resplendor;0
 Acopiara;   Resplendor;0
 Goiania;   Resplendor;0
 Araujos;   Resplendor;0
 Imperatriz;   Resplendor;0
 Sao Luis;   Resplendor;0
   Aimorés;   Resplendor;0
   Belo Horizonte;   Resplendor;0
   Bertopolis;   Resplendor;0
   Cachoeira da Prata;   Resplendor;0
   Caete;   Resplendor;0
   Carangola;   Resplendor;0
   Caratinga;   Resplendor;0
   Conceiçao Capim;   Resplendor;0
   Conselheiro Pena;   Resplendor;0
   Governador Valadares;   Resplendor;0
   Iapu;   Resplendor;0
   Ipatinga;   Resplendor;0
   Itabira;   Resplendor;0
   Itabirim de Mantena;   Resplendor;0
   Itanhomi;   Resplendor;0
   Itauna;   Resplendor;0
   Januaria;   Resplendor;0
   Joao Monlevade;   Resplendor;0
   Juaima;   Resplendor;0
   Ladainha;   Resplendor;0
   Lajinhas;   Resplendor;0
   Mantena;   Resplendor;0
   Mantenopolis;   Resplendor;0
   Matipo;   Resplendor;0
   Miradouro;   Resplendor;0
   Mirai;   Resplendor;0
   Mutum;   Resplendor;0
   Nanuque;   Resplendor;0
   Nova Era;   Resplendor;0
   Nova Lima;   Resplendor;0
   Ouro Branco;   Resplendor;0
   Pocrane;   Resplendor;0
   Resplendor;   Resplendor;0
   Rio Casca;   Resplendor;0
   Salto da Divisa;   Resplendor;0
   Santa Luzia;   Resplendor;0
   Santo Antonio de Pádua;   Resplendor;0
   Sao Manoel de Mutu;   Resplendor;0
   Teofilo Otoni;   Resplendor;0
   Timoteo;   Resplendor;0
   Ubaitaba;   Resplendor;0
   Valadares;   Resplendor;0
   Varginha;   Resplendor;0
  Paraiba;   Resplendor;0
  Jatoba;   Resplendor;0
  Recife;   Resplendor;0
  Parnaíba;   Resplendor;0
  Campos Dos Goytacazes;   Resplendor;0
  Casemiro De Abreu;   Resplendor;0
  Mage;   Resplendor;0
  Miguel Pereira;   Resplendor;0
  Nova Iguaçu;   Resplendor;0
  Parati;   Resplendor;0
  Penha;   Resplendor;0
  Rio de Janeiro;   Resplendor;0
  Volta Redonda;   Resplendor;0
  Natal;   Resplendor;0
  Cachoeiro do Sul;   Resplendor;0
  Guaibes;   Resplendor;0
